node,mean_dscore
1220,0.14447683369624914
1221,0.17467335205137635
1222,0.17411662460913457
1223,0.17684144680459152
1224,0.17583419465673664
1225,0.17881221038953724
1226,0.17933151446177403
1227,0.17917962499879192
1228,0.17746548606879556
1229,0.17753988122852546
1230,0.17528823347316977
1231,0.17758944171033456
1232,0.17664586609667282
1233,0.17553679277566273
1234,0.17521340306671587
1235,0.14449823691621047
1236,0.17416586309813425
1237,0.17400022810663773
1238,0.17638096274669612
1239,0.1771821598370637
1240,0.17518345764618634
1241,0.17489820574983844
1242,0.17417597059388173
1243,0.17255922289854114
1244,0.17589759931433832
1245,0.17429674815336085
1246,0.16856504583368012
1247,0.18009095558729432
1248,0.1812779603290391
1249,0.17469003018611085
1250,0.16910181523881979
1251,0.1744235614739995
1252,0.17427862694784504
1253,0.17378283711337855
1254,0.17380332472559915
1255,0.17373909339287694
1256,0.17355922159126314
1257,0.17350379932891152
1258,0.17395095645835607
1259,0.174387557169093
1260,0.17929921465924165
1261,0.17775479925434903
1262,0.17544144526636093
1263,0.1695785495662476
1264,0.1654647602716786
1265,0.165371996421981
1266,0.16362129664143876
1267,0.1663966928962101
1268,0.17757954900675493
1269,0.17573463734590133
1270,0.17062683586955582
1271,0.16743223096837512
1272,0.20011650647490511
1273,0.18120892089706497
1274,0.18272650402169668
1275,0.18075111975141633
1276,0.17565374492335314
1277,0.1660594307696533
1278,0.16409789924769355
1279,0.16462981316405753
1280,0.1648354280899861
1281,0.1716243862937362
1282,0.1732239930703041
1283,0.1776563022603556
1284,0.17823787476858002
1285,0.17927010246002972
1286,0.17695269279975603
1287,0.1758256952153555
1288,0.1719307102264922
1289,0.1756052384461318
1290,0.1764256067044661
1291,0.1764525754427833
1292,0.1762894822844789
1293,0.17630889761054183
1294,0.17600649732036378
1295,0.1749658862238103
1296,0.1720733656421357
1297,0.17154662705463494
1298,0.1710886634830065
1299,0.16992470125268985
1300,0.1660077435101836
1301,0.17334550577806399
1302,0.17520319745100355
1303,0.17353643835288526
1304,0.17382926383512087
1305,0.1742556434430376
1306,0.17314078874819794
1307,0.2009656464938093
1308,0.15835828335849111
1309,0.14499545966086907
1310,0.15790248576108895
1311,0.1561182051108284
1312,0.17888101449297955
1313,0.17118255281982606
1314,0.15944299156324035
1315,0.06479661176783351
1316,0.053976406824097004
1317,0.049975822329208996
1318,0.14500210237411876
1319,0.007359566341186706
1320,-0.002714004844525979
1321,-0.07926938630229607
1322,-0.04120558658127425
1323,-0.047941614876581023
1324,-0.047808988977304234
1325,-0.04815376724509984
1326,-0.052168583264737126
1327,-0.04677923743073908
1328,-0.04668955840009119
1329,-0.048138314197086855
1330,-0.04519914313524722
1331,-0.04504847490572668
1332,-0.03779545695798388
1333,-0.033256774015423964
1334,-0.033256774015423964
1335,-0.001140098162953795
1336,0.007147457381892203
1337,0.005832216445169641
1338,0.0006649050463248315
1339,-0.00018734663086574107
1340,-0.0021435337619979196
1341,-0.006115275621335394
1342,-0.007123368907677878
1343,-0.007105346996541599
1344,-0.006740709324676779
1345,-0.0067159771451301324
1346,-0.009422818251749877
1347,-0.006661720517832285
1348,-0.0066900297749857085
1349,-0.006623887423590537
1350,-0.006633960011895087
1351,-0.006858663194479732
1352,-0.00683909373435721
1353,-0.0068356636697311166
1354,-0.004414043926070634
1355,-0.005519099810787486
1356,-0.006767967264897402
1357,-0.006786789574113529
1358,-0.006787664712525343
1359,-0.006793869268858168
1360,-0.00598214315294957
1361,-0.0068406708317492295
1362,-0.006866764031767954
1363,-0.005788108352361644
1364,-0.0068406708317492295
1365,-0.0068406708317492295
1366,-0.004808873057186957
1367,-0.006855346844665203
1368,-0.006815138694210657
1369,-0.006619319598389071
1370,-0.006314938288313204
1371,-0.006320043777763858
1372,-0.0063372965707092135
1373,-0.005217633766209386
1374,-0.0071212721483844554
1375,-0.00675477264613083
1376,-0.006996608710079182
1377,-0.006847967942217214
1378,-0.007092802026744482
1379,-0.006883856324560439
1380,-0.009242561214701038
1381,-0.010466532332407963
1382,-0.010335773443126672
1383,-0.010241668927761157
1384,-0.007123358472803966
1385,-0.009463654368319268
1386,-0.00667797979410026
1387,-0.00321847313210472
1388,-0.008044408114800897
1389,-0.009395423445472463
1390,-0.008070197336594394
1391,-0.006908775499603723
1392,-0.00721731567424176
1393,-0.008528124949788234
1394,-0.014220069278145302
1395,-0.014195232890437197
1396,-0.0140722317439411
1397,-0.014185965514626584
1398,-0.011344365179804541
1399,-0.011756131935044638
1400,-0.006699101634725598
1401,-0.0067070541798453735
1402,-0.005188168512544392
1403,-0.006660859475405794
1404,-0.00756945774644279
1405,-0.0075502114811116326
1406,-0.006825067289853027
1407,-0.008237879780105815
1408,-0.008818605161153343
1409,-0.009160439664664507
1410,-0.00933161115801072
1411,-0.008181631787501418
1412,-0.008245989807412214
1413,-0.008265144631955372
1414,-0.007947689976038329
1415,-0.0075829507762528135
1416,-0.0075584993053807465
1417,-0.007758943452516297
